8021;Total Provinces;ID;ENG;Region
-22.768481;-142.561984;PROV1973;Hakamern Shoals;South Pacific Ocean
-10.155340;-152.186007;PROV1974;Manihiki Plateau;South Pacific Ocean
-12.439150;-166.468234;PROV1975;North Tonga Trench;South Pacific Ocean
-18.659151;-173.807101;PROV1976;Gilberts Islands;South Pacific Ocean
-33.424759;-177.176886;PROV1977;Kermadec Trench;Pacific-Antarctic Ridge
22.555905;99.931975;PROV1978;Lancang;China
-44.942731;-176.618142;PROV1979;New Zealand Approaches;Pacific-Antarctic Ridge
-27.363589;-168.532205;PROV1980;West Tonga Trench;Pacific-Antarctic Ridge
-20.068726;-159.041476;PROV1981;East Tonga Trench;South Pacific Ocean
-45.299325;-152.228493;PROV1982;South Barkert Seamount;Pacific-Antarctic Ridge
23.396201;103.364905;PROV1983;Mengzi;China
26.85621;104.27874;PROV1984;Weining;China
-54.427203;-143.439431;PROV1985;South East Barkert Seamount;Pacific-Antarctic Ridge
-23.622793;-129.550083;PROV1986;West Challenger Fracture Zone;Southeast Pacific Ocean
-27.467736;-109.335239;PROV1987;Hanga Roa Seas;Southeast Pacific Ocean
-4.986713;-73.984573;PROV1988;Requena;Andes
-60.769498;-98.144805;PROV1989;East Udintsev Fracture Zone;Pacific-Antarctic Ridge
-37.934711;-129.224884;PROV1990;North West Eltanin Fracture Zone;Pacific-Antarctic Ridge
-26.920511;-103.314731;PROV1991;East Hanga Roa Seas;Southeast Pacific Ocean
-55.090483;-99.463164;PROV1992;Humbolt Plain;Pacific-Antarctic Ridge
27.283955;105.291644;PROV1993;Bijie;China
-55.498015;-74.083384;PROV1994;Punta Areanas;West Coast of South America
30.058336;112.229648;PROV1995;Gongan;China
32.055542;110.741093;PROV1996;Fangxian;China
30.691967;111.286471;PROV1997;Yichang;China
-39.963907;-51.268012;PROV1998;Northern Argentinian Slope;Southwest Atlantic Ocean
-53.189123;-59.002387;PROV1999;Central Falkland Plateau;Southwest Atlantic Ocean
25.822132;107.545049;PROV2000;Dushan;China
-50.403263;-56.447200;PROV2001;North Falkland Plateau;Southwest Atlantic Ocean
-52.937049;-35.880794;PROV2002;West South Sandwich Trench;Southwest Atlantic Ocean
-12.5909084;-69.1963141;PROV2003;Puerto Maldonado;Andes
-30.698680;-22.418574;PROV2004;Eastern Argentine Plain;Southwest Atlantic Ocean
-37.868171;-10.310464;PROV2005;America-Antactic Ridge;Southeast Atlantic Ocean
-38.072473;12.314711;PROV2006;West Cape Basin;Cape of Good Hope
-36.587469;19.170180;PROV2007;Agulhas Ridge;Cape of Good Hope
-34.332719;22.949477;PROV2008;Algoa Bay;Cape of Good Hope
-37.412218;33.738052;PROV2009;East Cape Basin;Cape of Good Hope
-27.924714;35.671645;PROV2010;North Agulhas Ridge;Cape of Good Hope
-29.294243;31.738540;PROV2011;Wild Coast;Cape of Good Hope
-25.550556;33.474380;PROV2012;Delagoa Bay;Cape of Good Hope
-33.619108;45.131346;PROV2013;East Natal Basin;South Indian Ocean
-38.489026;55.568197;PROV2014;West Crozet Basin;South Indian Ocean
-32.148827;57.282064;PROV2015;N-North West Crozet Basin;South Indian Ocean
-22.476935;36.034666;PROV2016;Inhambane Bay;Mozambique Channel
-17.983860;37.616698;PROV2017;Sofala Bay;Mozambique Channel
-17.691030;43.329588;PROV2018;Mouth of the Tsiribihina;Mozambique Channel
37.05;41.216667;PROV2019;al-Qamisli;Middle East
-25.873876;44.328347;PROV2020;Ambovombe Coast;Coast of Madagascar
-11.7172157;43.2473146;PROV2021;Muruni;Madagascar
-20.174384;49.382058;PROV2022;Northwest Madagascar Basin;Coast of Madagascar
-24.761619;47.800027;PROV2023;Mouth of the Manambovo;Coast of Madagascar
-12.7806;45.2278;PROV2024;Mamoudzou;Madagascar
-20.069791;64.508101;PROV2025;Port Mathurin Shores;West Indian Ocean
-7.420680;59.498335;PROV2026;Vingt Cinq Sea;West Indian Ocean
0.0355735;-51.070535;PROV2027;Macapá;Amazonas
27.866667;-0.283333;PROV2028;Adrar;Algeria
-13.330730;47.240721;PROV2029;Bombetoka Bay;Mozambique Channel
-14.354769;41.176268;PROV2030;Cape Vilanandro;Mozambique Channel
-4.176491;40.121581;PROV2031;Zanzibar Channel;Mozambique Channel
-0.606981;43.788466;PROV2032;South Coast of Somalia;Arabian Sea
-13.843313;43.681151;PROV2033;Cape Vilancandro;Mozambique Channel
-2.578841;57.086770;PROV2034;North Mascarene Plateau;Arabian Sea
3.438729;56.954934;PROV2035;Carlsberg Ridge;Arabian Sea
11.320514;59.503763;PROV2036;South Arabian Basin;Arabian Sea
14.897298;59.322488;PROV2037;West Arabian Basin;Arabian Sea
17.639068;57.740457;PROV2038;Gulf of Halaniyat;Arabian Sea
21.856674;60.157449;PROV2039;Gwatar Bay;Arabian Sea
24.740533;58.223856;PROV2040;Gulf of Oman;Arabian Sea
26.011066;53.323953;PROV2041;Persian Gulf;Arabian Sea
23.095162;67.188699;PROV2042;Mouths of the Indus;Arabian Sea
27.3389356;88.6065035;PROV2043;Gangtok;India
19.616995;71.231668;PROV2044;Padua Bank;Arabian Sea
15.363937;72.989481;PROV2045;Malabar Coast;Arabian Sea
9.338534;74.720248;PROV2046;Nine Degree Channel;Bay of Bengal
8.122346;78.829135;PROV2047;Gulf of Mannar;Bay of Bengal
0.327421;77.400913;PROV2048;West Ceylon Basin;Bay of Bengal
-6.7765974;-79.8442978;PROV2049;Chiclayo;Andes
-6.984696;70.836226;PROV2050;Mascarene Plateau;West Indian Ocean
-1.876332;82.608207;PROV2051;North West Ninetyeast Ridge;East Indian Ocean
-7.000783;90.650199;PROV2052;Central Mid-Indian Basin;East Indian Ocean
-1.349199;92.012504;PROV2053;North Ninetyeast Ridge;East Indian Ocean
-45.56974;-72.0657729;PROV2054;Coihaique;Andes
15.963998;89.475195;PROV2055;Central Bay of Bengal;Bay of Bengal
12.299781;91.694433;PROV2056;Port Blair Shores;Bay of Bengal
7.643517;83.223667;PROV2057;Tirukonmalai Coast;Bay of Bengal
17.059439;84.531347;PROV2058;Mouths of the Krishna;Bay of Bengal
20.409022;88.794042;PROV2059;West Mouths of the Ganges;Bay of Bengal
17.960473;93.474218;PROV2060;East Mouths of the Ganges;Bay of Bengal
15.096020;96.616308;PROV2061;Gulf of Martapan;Bay of Bengal
8.322960;86.640722;PROV2062;South Andaman Sea;Bay of Bengal
-9.203436;73.912398;PROV2063;North West Mid-Indian Ridge;West Indian Ocean
-18.034558;78.966109;PROV2064;South East Mid-Indian Ridge;West Indian Ocean
-33.331629;67.433432;PROV2065;North Central Crozet Basin;South Indian Ocean
-38.592143;69.454916;PROV2066;East Crozet Basin;South Indian Ocean
-38.276920;94.042479;PROV2067;Southeast Indian Ridge;South Indian Ocean
-28.037955;93.339354;PROV2068;North Southeast Indian Ridge ;South Indian Ocean
-27.804978;99.975096;PROV2069;North East Southeast Indian Ridge ;South Indian Ocean
-10.950019;94.781059;PROV2070;West Island Shores;East Indian Ocean
-15.712851;96.547362;PROV2071;North Broken Ridge;South Indian Ocean
10.468936;97.055761;PROV2072;East Andaman Sea;Bay of Bengal
5.328054;98.424328;PROV2073;North Malacca Strait;Java Sea
3.707184;95.633800;PROV2074;Tapanuli Gulf;Java Sea
-1.497576;99.742687;PROV2075;Mentawi Strait;Java Sea
-9.176055;102.954887;PROV2076;North East Flying Fish Cove Shores;East Indian Ocean
-5.728899;102.730968;PROV2077;Barhau Island;Java Sea
65.6134561;-37.6335696;PROV2078;Ammassalik;Greenland
-18.008182;105.723441;PROV2079;Wallaby Plateau;East Indian Ocean
-12.407911;117.672375;PROV2080;North West Rowley Shoals;Java Sea
-8.541131;109.344738;PROV2081;East Java Trench;Java Sea
-13.008071;121.715343;PROV2082;North Australian Basin;Java Sea
-21.503842;109.239066;PROV2083;North West Australia Basin;East Indian Ocean
-28.463771;104.940917;PROV2084;South Perth Basin;South Indian Ocean
10.5593204;72.6358134;PROV2085;Kavaratti;Diego Garcia Island
-40.378211;115.913894;PROV2086;West Continental Slope;Great Australian Bight
-29.964133;114.248832;PROV2087;Cape Naturaliste;East Indian Ocean
-24.696599;112.227347;PROV2088;Shark Bay;East Indian Ocean
-20.107177;114.951957;PROV2089;Exmouth Gulf;East Indian Ocean
-16.197037;121.715343;PROV2090;Exmouth Plateau;Java Sea
20.462521;85.8829895;PROV2091;Kataka;India
28.3670355;79.4304381;PROV2092;Bareli;India
-40.445131;124.131668;PROV2093;East Continental Slope;Great Australian Bight
25.611;85.144;PROV2094;Patna;India
-35.458727;121.011551;PROV2095;Sandy Bight;Great Australian Bight
-33.429450;128.482254;PROV2096;Head of Bight;Great Australian Bight
-35.028043;135.030106;PROV2097;Spencer Gulf;Great Australian Bight
-37.577522;138.985184;PROV2098;Bass Strait;Great Australian Bight
16.5061743;80.6480153;PROV2099;Vijayawada;India
-37.228429;152.476394;PROV2100;Tasman Plain;Tasman Sea
-11.794274;160.772815;PROV2101;South Solomon Islands;Coral Sea
-49.335500;163.501770;PROV2102;West Cape;Tasman Sea
-33.135554;152.652176;PROV2103;Foveaux Strait;Tasman Sea
23.727107;92.7176389;PROV2104;Aijal;India
60.722222;-46.040278;PROV2105;Qaqortoq;Greenland
10.7904833;78.7046725;PROV2106;Tiruccirappalli;India
-22.158959;164.771838;PROV2107;New Caledonia Basin;Coral Sea
-37.169666;172.891921;PROV2108;Cook Strait;Tasman Sea
-40.388965;166.388015;PROV2109;Tasman Sea;Tasman Sea
-30.408724;165.308426;PROV2110;Norfolk Island;Tasman Sea
-4.0991845;138.9253206;PROV2111;Wamena;New Guinea
-26.547089;154.409988;PROV2112;Lord Howe Rise;Tasman Sea
-19.365091;150.138049;PROV2113;Southwest Great Barrier Reef;Coral Sea
-19.903161;154.576525;PROV2114;Southeast Great Barrier Reef;Coral Sea
-11.320679;167.232776;PROV2115;Santa Cruz Islands;Coral Sea
-15.169741;151.324572;PROV2116;Coral Sea;Coral Sea
-6.939558;153.829455;PROV2117;Central Solomon Sea;Coral Sea
-9.115158;158.004260;PROV2118;The Slot;Coral Sea
-11.191379;155.938830;PROV2119;South Solomon Sea;Coral Sea
-16.016291;162.047229;PROV2120;New Hebrides Trench;Coral Sea
-3.438896;149.390978;PROV2121;St. George's Channel;Coral Sea
-7.244821;149.303088;PROV2122;Huon Gulf;Coral Sea
1.054137;148.327935;PROV2123;South Caroline Basin;Bismarck Sea
18.865278;82.573056;PROV2124;Jeypore;India
-4.720763;156.680668;PROV2125;West Gilberts;Central Pacific Ocean
-11.018889;148.424182;PROV2126;Gulf of Papua;Coral Sea
-9.981879;151.983752;PROV2127;Goodenough Bay;Coral Sea
-13.808252;146.402697;PROV2128;Northwest Great Barrier Reef;Coral Sea
-15.620740;140.259597;PROV2129;Gulf of Carpentaria;Tasman Sea
-10.069770;139.403332;PROV2130;Coast of Merauke;Moluccas
-9.288677;143.941760;PROV2131;Torres Strait;Coral Sea
-6.089521;135.755871;PROV2132;Flamingo Gulf;Moluccas
25.5560443;84.6603307;PROV2133;Arrah;India
-8.008408;133.075206;PROV2134;Egeron Strait;Moluccas
-4.295232;127.867687;PROV2135;South Molucca Sea;Moluccas
-10.847638;134.107921;PROV2136;Arafura Shelf;Moluccas
-10.944732;127.977550;PROV2137;Van Diemen Gulf;Java Sea
-9.780453;121.762813;PROV2138;Savu Sea;Java Sea
-6.591799;127.274425;PROV2139;Banda Sea;Moluccas
-6.671087;123.147090;PROV2140;Sape Strait;Java Sea
-6.932903;118.466915;PROV2141;Madura Strait;Java Sea
-9.433822;115.698360;PROV2142;Bali Strait;Java Sea
-3.804993;110.996211;PROV2143;Cape AwKietar;Java Sea
-4.043215;106.861828;PROV2144;Gaspar Strait;Java Sea
-0.335089;108.013983;PROV2145;Tambelan Archipelago;South China Sea
-0.289249;105.323742;PROV2146;Bangka Strait;Java Sea
1.973543;102.027843;PROV2147;South Malacca Strait;Java Sea
12.011268;100.806951;PROV2148;Bight of Bangkok;South China Sea
9.529133;103.861151;PROV2149;Cape Ca Mau;South China Sea
8.052587;101.817693;PROV2150;West Gulf of Siam;South China Sea
7.050624;104.849920;PROV2151;East Coast of Johore;South China Sea
8.248343;109.661932;PROV2152;South Spratly Sea;South China Sea
3.858766;111.243963;PROV2153;Datu Bay;South China Sea
11.839281;112.034979;PROV2154;Central Spratly Sea;South China Sea
10.632420;109.024725;PROV2155;Camranh Bay;South China Sea
16.292611;109.552069;PROV2156;East Vietnam Sea;South China Sea
18.556587;112.913885;PROV2157;Riyue Bay;South China Sea
20.893603;112.430487;PROV2158;Hainan Strait;South China Sea
7.030016;115.616522;PROV2159;Brunei Bay;South China Sea
5.220406;122.770031;PROV2160;Borneo Sea;Moluccas
-2.793026;117.628429;PROV2161;Macassar Strait;Java Sea
-1.385990;126.505382;PROV2162;Molucca Sea;Moluccas
-4.172959;124.066417;PROV2163;Central Molucca Sea;Moluccas
-2.286397;130.724132;PROV2164;Ceram Sea;Moluccas
-4.952262;132.613781;PROV2165;North Banda Sea;Moluccas
1.991953;130.185044;PROV2166;Tobelo Sea;Bismarck Sea
-1.940380;135.172838;PROV2167;Irian Bay;Bismarck Sea
-0.424634;138.029283;PROV2168;Bismarck Sea;Bismarck Sea
-2.153304;145.097954;PROV2169;Wewak Sea;Bismarck Sea
2.540838;137.787584;PROV2170;North Bismarck Sea;Bismarck Sea
-6.993836;170.918949;PROV2171;Southwest Marshalls;Central Pacific Ocean
-4.457937;165.030277;PROV2172;Central Marshalls;Central Pacific Ocean
2.919107;157.471683;PROV2173;South Magellan Seamounts;Central Pacific Ocean
-0.551300;161.163090;PROV2174;South East Mariana Basin;Central Pacific Ocean
15.3647083;75.1239547;PROV2175;Hubballi;India
12.571842;144.677645;PROV2176;Mariana Trough;Philippine Sea
4.871559;143.274224;PROV2177;Western Carolines;Bismarck Sea
3.944801;133.041490;PROV2178;Pelelui Islands;Bismarck Sea
-1.999596;152.195123;PROV2179;Admiralty Islands;Bismarck Sea
-17.531333;179.864773;PROV2180;Fiji Islands;South Pacific Ocean
14.961888;144.589754;PROV2181;North Mariana Trench;Philippine Sea
21.510434;140.414950;PROV2182;West Mariana Basin;Philippine Sea
28.821684;138.876864;PROV2183;North Kyushu-Palau Trench;Philippine Sea
23.136433;132.768465;PROV2184;Ryukyu Trench;Philippine Sea
25.736682;124.858309;PROV2185;Sakishima Islands;East China Sea
27.69920301;121.82608201;PROV2186;Coast of Chekiang;East China Sea
29.81787801;129.82412901;PROV2187;Satsunan Islands;East China Sea
31.87012501;122.39737101;PROV2188;Hangzhou Bay;East China Sea
36.18402801;125.73721501;PROV2189;Coast of Korea;East China Sea
39.00384601;120.13418801;PROV2190;Bohai Sea;East China Sea
38.42091601;130.04385601;PROV2191;East Korea Bay;Home Islands
34.84269201;129.75821101;PROV2192;Korea Strait;Home Islands
32.92758201;134.32852401;PROV2193;Inland Sea;Home Islands
36.13080601;134.65811401;PROV2194;Wakasa Bay;Home Islands
27.34846001;128.30801601;PROV2195;Ryuku Sea Mounts;East China Sea
26.25273501;142.31257101;PROV2196;Iwo Jima Island;Central Pacific Ocean
10.98186201;165.07624401;PROV2197;Rongelap Sea Mounts;Central Pacific Ocean
19.00000001;82.03000001;PROV2198;Jagdalpur;India
26.76055451;83.37316751;PROV2199;Gorakhpur;India
9.07791201;166.39460301;PROV2200;Kwajalein Sea Mounts;Central Pacific Ocean
12.53065601;166.74616601;PROV2201;Ailuk Sea Mounts;Central Pacific Ocean
0.19576101;172.06152801;PROV2202;Northeast Marshalls;Central Pacific Ocean
21.71633901;162.35163401;PROV2203;Mapmaker Seamounts;Central Pacific Ocean
12.27313701;152.59577501;PROV2204;Grosvenor Seamount;Central Pacific Ocean
32.67425201;145.60847001;PROV2205;Japan Trench;Central Pacific Ocean
29.95498701;149.54179401;PROV2206;Makarov Seamount;North Pacific Ocean
25.40364001;152.13456801;PROV2207;Minami Tori-shima Sea Mounts;North Pacific Ocean
38.34170301;164.52714601;PROV2208;Emperor Seamounts;North Pacific Ocean
32.768851;167.251756;PROV2209;Hess Rise;North Pacific Ocean
34.234562;159.649217;PROV2210;Isakov Seamount;North Pacific Ocean
39.707233;146.465623;PROV2211;South Kurile Trench;North Pacific Ocean
47.038909;145.116191;PROV2212;Gulf of Patience;Sea of Okhotsk
39.835565;142.700106;PROV2213;Cape of Erimo;Home Islands
51.589562;144.413066;PROV2214;Sakhalin Coast;Sea of Okhotsk
46.557576;139.579082;PROV2215;La Perouse Strait;Sea of Okhotsk
51.480220;141.336894;PROV2216;Tartar Strait;Sea of Okhotsk
55.077298;142.831035;PROV2217;Cape of Elizabeth;Sea of Okhotsk
56.631036;139.754863;PROV2218;Gulf of Uda;Sea of Okhotsk
38.2070148;128.5918488;PROV2219;Sokcho;Korea
56.582663;147.708965;PROV2220;North Sea of Okhotsk;Sea of Okhotsk
58.469744;147.708965;PROV2221;Nagayevo Bay;Sea of Okhotsk
50.874133;149.598613;PROV2222;South Sea of Okhotsk;Sea of Okhotsk
49.637968;152.455059;PROV2223;Kuril Islands;Sea of Okhotsk
54.596446;154.476543;PROV2224;West Kamchatka Coast;Sea of Okhotsk
59.555645;156.981426;PROV2225;Shelikhov Gulf;Sea of Okhotsk
36.3504119;127.3845475;PROV2226;Daejeon;Korea
51.378251;158.494156;PROV2227;Gulf of Avashinskiy;Bering Sea
58.636612;164.558609;PROV2228;Gulf of Karaginskiy;Bering Sea
47.166888;153.308609;PROV2229;Kuril Basin;Bering Sea
38.764873;171.282242;PROV2230;Central North Emperor Seamounts;Bering Sea
37.9381943;126.5877948;PROV2231;Gaeseong;Korea
46.113302;168.777359;PROV2232;North Emperor Seamounts;Bering Sea
-7.037453;174.302738;PROV2233;West Aleutian Basin;Central Pacific Ocean
-12.1400656;96.834726;PROV2234;West Island;Diego Garcia Island
40.256552;164.514663;PROV2235;West Emperor Plain;Bering Sea
38.506389;125.759722;PROV2236;Sariwon;Korea
59.783739;171.062515;PROV2237;Gulf of Olyutorsky;Bering Sea
-10.421667;105.678056;PROV2238;Flying Fish Cove;Diego Garcia Island
-16.058526;168.946643;PROV2239;East New Hebrides Islands;Coral Sea
54.5518584;36.2850973;PROV2240;Kaluga;Russia
43.817072;125.323544;PROV2241;Changchun;Eastern Russia
43.2951;-0.370797;PROV2242;Pau;France
42.4627195;-2.4449852;PROV2243;Logroño;Spain
42.812526;-1.6457745;PROV2244;Pamplona;Spain
54.89512222;-2.93356667;PROV2245;Carlisle;England
46.082463;122.037657;PROV2246;Wangyemiao;Eastern Russia
6.008971;157.688287;PROV2247;Kolinia Sea Mounts;Bismarck Sea
15.428385;149.379794;PROV2248;Marianas Trench-Center;Philippine Sea
4.302102;147.471001;PROV2249;Central Carolines;Bismarck Sea
11.884674;130.439363;PROV2250;South Philippine Trench;Philippine Sea
4.388386;127.406261;PROV2251;Leyte Gulf;Moluccas
10.094466;121.408602;PROV2252;Panay Gulf;South China Sea
9.293093;124.287020;PROV2253;Surigao Strait;South China Sea
11.970667;122.968661;PROV2254;Sibuyan Sea;South China Sea
33.2098407;-87.5691735;PROV2255;Tuscaloosa;Southeast US
12.185530;118.683993;PROV2256;Manila Bay;South China Sea
16.692914;118.516913;PROV2257;Lingayen Gulf;South China Sea
16.442527;124.199129;PROV2258;Lamon Bay;Philippine Sea
34.2001086;-90.5709323;PROV2259;Clarksdale;Southeast US
9.032786;127.670809;PROV2260;Oras Bay;Philippine Sea
44.977753;-93.2650108;PROV2261;Minneapolis;Midwest US
21.549044;123.021307;PROV2262;Babuyan Channel;South China Sea
23.781437;118.903719;PROV2263;Formosa Strait;East China Sea
20.731572;128.286043;PROV2264;North Philippine Trench;Philippine Sea
16.737338;129.516512;PROV2265;Central Philippine Trench;Philippine Sea
14.281539;137.602449;PROV2266;South Kyushu-Palau Trench;Philippine Sea
8.341468;140.066216;PROV2267;Colonia Sea Mounts;Bismarck Sea
-34.622528;18.445082;PROV2268;Cape Alguhas;Cape of Good Hope
-23.370685;13.984633;PROV2269;False Bay;Cape of Good Hope
-31.739656;2.082114;PROV2270;West Walvis Ridge;Southeast Atlantic Ocean
-12.31026601;4.89461401;PROV2271;Central Angola Plain;Southeast Atlantic Ocean
-22.83303301;10.38777801;PROV2272;East Walvis Ridge;Southeast Atlantic Ocean
47.14137001;9.07000001;PROV2273;Vaduz;Switzerland
-19.18266801;11.8379741;PROV2274;Walvis Bay;Southeast Atlantic Ocean
-14.64326101;11.5303571;PROV2275;Cape Fria;Southeast Atlantic Ocean
68.43849841;17.42726121;PROV2276;Narvik;Norway
-9.22805801;12.27742701;PROV2277;East Congo Cone;Southeast Atlantic Ocean
2.39125901;8.36629401;PROV2278;Cape Lopez;Southeast Atlantic Ocean
55.94687891;-4.56190941;PROV2279;Dumbarton;Scotland
3.84237801;7.05190101;PROV2280;Niger Delta;Southcentral Atlantic
47.57749501;130.82862601;PROV2281;Luobei;Eastern Russia
-22.22356101;-54.81254861;PROV2282;Dourados;Amazonas
-3.50901441;29.46435901;PROV2283;Usumbura;East Africa
3.78000011;32.30000001;PROV2284;Gulu;East Africa
0.90088901;6.70033801;PROV2285;San Tone Seamount;Southcentral Atlantic
-3.28984401;7.92684101;PROV2286;West Congo Cone;Southeast Atlantic Ocean
-4.77128601;-1.79258301;PROV2287;East Guinea Basin;Southcentral Atlantic
0.90088901;6.70033801;PROV2288;Centralwest Guinea Bay;Southcentral Atlantic
46.65813811;16.16102931;PROV2289;Murska Sobota;Balkan
4.01774601;-2.17661501;PROV2290;Gold Coast;Southcentral Atlantic
3.71082901;-8.02134201;PROV2291;Ivory Coast;Southcentral Atlantic
50.62920291;6.03371111;PROV2292;Eupen;Benelux
6.68075901;-12.45101501;PROV2293;Leonean Archipelago;Eastern Atlantic
10.892434;-15.834804;PROV2294;Bijagos Archipelago;Eastern Atlantic
12.784806;-20.185390;PROV2295;Gambian Basin;Eastern Atlantic
49.7497638;18.6354709;PROV2296;Tesín;Czechoslovakia
15.976963;-17.768398;PROV2297;Cap Blanc;Eastern Atlantic
14.536841;-24.755703;PROV2298;South Cap Verde Approach;Eastern Atlantic
25.141071;-27.594087;PROV2299;North Cap Verde Approach;Central Mid-Atlantic Ridge
41.902916;12.453389;PROV2300;Civitas Vaticana;Italy
26.130586;-15.219570;PROV2301;Gulf of Cintra;Eastern Atlantic
48.6208;22.287883;PROV2302;Uzhorod;Czechoslovakia
29.855973;-11.688424;PROV2303;Cap Draa;Iberian West Coast
33.924519;-17.797576;PROV2304;Sea of Azores South;Iberian West Coast
59.8283461;22.9658562;PROV2305;Hanko;Finland
28.532185;-25.089204;PROV2306;East Central Mid-Atlantic Ridge;Central Mid-Atlantic Ridge
20.420777;-28.460666;PROV2307;Northern South-Central Mid-Atlantic Ridge;Central Mid-Atlantic Ridge
29.480370;-31.814287;PROV2308;Southern Central Mid-Atlantic Ridge;Central Mid-Atlantic Ridge
33.103159;-36.274736;PROV2309;Northern Central Mid-Atlantic Ridge;Central Mid-Atlantic Ridge
25.831665;-88.304792;PROV2310;South-Eastern Saragasso Sea;Mexican Gulf
27.731515;109.189598;PROV2311;Tóngren;China
32.761527;-55.829205;PROV2312;East Bermuda;Sargassos
32.085016;-45.852375;PROV2313;Northern Guiana Basin;Central Mid-Atlantic Ridge
27.364086;-58.685650;PROV2314;South Bermuda;Sargassos
30.668276;-62.552838;PROV2315;West Bermuda;Sargassos
29.106219;-76.395612;PROV2316;Blake Plateau;Sargassos
41.573734;120.450372;PROV2317;Chaoyang;Eastern Russia
40.941482;117.332801;PROV2318;Luanping;Eastern Russia
40.5192691;21.2687171;PROV2319;Kastoria;Balkan
-21.1704008;-47.8103238;PROV2320;Ribeirão Preto;Brazilian Highlands
41.5014015;26.5310803;PROV2321;Orestiada;Balkan
41.666667;26.566667;PROV2322;Edirne;Anatolia
41.5774233;24.7011138;PROV2323;Smolyan;Balkan
43.2140504;27.9147333;PROV2324;Varna;Balkan
45.3270631;14.442176;PROV2325;Fiume;Italy
45.548059;13.7301877;PROV2326;Capodistria;Italy
48.30694;14.28583;PROV2327;Linz;Austria
48.20353;15.63817;PROV2328;Sankt Pölten;Austria
47.84637;16.52796;PROV2329;Eisenstadt;Austria
59.563287;-91.761647;PROV2330;Chesterfield Inlet;Canadian Arctic
35.7594651;-5.8339543;PROV2331;Tangah;Morocco
35.166667;-2.933333;PROV2332;an-Nazur;Morocco
41.42001801;128.200789;PROV2333;Changbai;Eastern Russia
7.25000001;31.560833;PROV2334;Bur;Sudan
63.47604701;-53.639088;PROV2335;Melville Bay;Canadian Arctic
61.382003;-68.272877;PROV2336;Cumberland Sound;Canadian Arctic
43.65289;122.243444;PROV2337;Tongliao;Eastern Russia
41.728401;125.939697;PROV2338;Tonghua;Eastern Russia
3.75000001;8.783333;PROV2339;Malabo;Central Africa
41.805699;123.431472;PROV2340;Shenyang;Eastern Russia
39.681237;122.967062;PROV2341;Zhuanghe;Eastern Russia
10.062222;34.547222;PROV2342;Asosa;Ethiopia
47.034287;-63.519635;PROV2343;Gulf of St. Lawrence;Eastern Seaboard
42.386543;122.538793;PROV2344;Zhangwu;Eastern Russia
41.880872;123.957208;PROV2345;Fushun;Eastern Russia
41.734256;125.039978;PROV2346;Xinbin;Eastern Russia
41.095685;121.126846;PROV2347;Jinzhou;Eastern Russia
42.021619;121.670324;PROV2348;Fuxin;Eastern Russia
40.667012;122.235418;PROV2349;Yingkou;Eastern Russia
37.502864;-70.331159;PROV2350;New England Shelf;Eastern Seaboard
37.642185;-55.477643;PROV2351;North Bermuda;Sargassos
40.239389;-64.794049;PROV2352;Sable Island Bank;Eastern Seaboard
44.357861;-44.718190;PROV2353;New England Seamounts;Canadian Arctic
50.430757;-48.119842;PROV2354;Grand Banks;Grand Banks Shelf
37.511268;-36.781951;PROV2355;Corner Spearmounts;Grand Banks Shelf
36.740443;-31.200897;PROV2356;Southern North Mid-Atlantic Sea Ridge;Grand Banks Shelf
42.536349;-17.665740;PROV2357;Sea of Azores East;Iberian West Coast
19.1281398;41.0787392;PROV2358;al-Qunfudhah;Middle East
47.310353;-30.057220;PROV2359;Gibbs Fracture East;Northeast Atlantic
42.877389;-30.541717;PROV2360;Flemish Cap;Grand Banks Shelf
44.982898;-37.906667;PROV2361;Gibbs Fracture West;Canadian Arctic
59.518733;-51.573658;PROV2362;South West Sea of Labrador;Canadian Arctic
62.387177;-39.857025;PROV2363;Davis Strait;Northeast Atlantic
57.694336;-41.817800;PROV2364;South Central Sea of Labrador;Canadian Arctic
47.6587802;-117.4260466;PROV2365;Spokane;Northwest US
65.763899;-34.495697;PROV2366;Skjoldungen Bank;Northeast Atlantic
46.5883707;-112.0245054;PROV2367;Helena;Northwest US
43.216667;44.766667;PROV2368;Nazran';Kaukasus
67.482653;-27.344750;PROV2369;Central Denmark Strait;Western Ice Sea
54.7937431;9.4469964;PROV2370;Flensburg;Germany
56.773034;-35.110931;PROV2371;Central Sea of Labrador;Northeast Atlantic
59.832877;-30.508813;PROV2372;North Sea of Labrador;Western Ice Sea
62.663234;-23.697289;PROV2373;South Denmark Strait;Western Ice Sea
-17.966667;-67.116667;PROV2374;Oruro;Andes
-18.966667;-57.798056;PROV2375;Puerto Suarez;Andes
68.390431;-17.808617;PROV2376;West Greenland Sea;Western Ice Sea
47.4941836;-111.2833449;PROV2377;Great Falls;Northwest US
8.0692222;-76.658056;PROV2378;Quibdó;Grand Colombia
70.965043;-3.406360;PROV2379;East Greenland Sea;Ice Sea
68.421381;-2.131946;PROV2380;South Greenland Sea;Ice Sea
53.2464214;10.4115179;PROV2381;Lüneburg;Germany
69.602926;47.064508;PROV2382;Central Barents Sea;Ice Sea
68.471208;41.483453;PROV2383;South Barents Sea;Ice Sea
65.648479;37.792047;PROV2384;White Sea;Ice Sea
