From;To;Type;Through;Comment;;;;;;
7185;7183;river;0;Paderborn - Braunschweig;;;;;;
7184;7183;river;0;Detmold - Braunschweig;;;;;;
7184;86;river;0;Detmold - Hannover;;;;;;
1405;86;river;0;Bielefeld - Hannover;;;;;;
3257;86;river;0;Osnabrück - Hannover;;;;;;
3257;3255;river;0;Osnabrück - Cuxhaven;;;;;;
86;3255;river;0;Hannover - Cuxhaven;;;;;;
86;2381;river;0;Hannover - Lüneburg;;;;;;
3257;87;river;0;Osnabrück - Bremen;;;;;;
3256;87;river;0;Oldenburg - Bremen;;;;;;
;;;;;;;;;;
# Germany; Elbe; Havel; Spree; Oder;;;;;;
# left branch;;;;;;;;;;
470;1888;river;0;Plzen - Ceské Budejovice;;;;;;
468;1888;river;0;Hradec Králové - Ceské Budejovice;;;;;;
470;469;river;0;Plzen - Praha;;;;;;
468;469;river;0;Hradec Králové - Praha;;;;;;
3228;469;river;0;Kladno - Praha;;;;;;
3228;468;river;0;Kladno - Hradec Králové;;;;;;
3228;471;river;0;Kladno - Liberec;;;;;;
3262;471;river;0;Usti nad Labem - Liberec;;;;;;
311;471;river;0;Dresden - Liberec;;;;;;
311;6917;river;0;Dresden - Grossenhain;;;;;;
310;6917;river;0;Leipzig - Grossenhain;;;;;;
298;6917;river;0;Halle - Grossenhain;;;;;;
298;3240;river;0;Halle - Wittenberg;;;;;;
6520;3240;river;0;Dessau - Wittenberg;;;;;;
6520;299;river;0;Dessau - Potsdam;;;;;;
6520;7260;river;0;Dessau - Burg;;;;;;
3243;7260;river;0;Magdeburg - Burg;;;;;;
7182;7260;river;0;Stendal - Burg;;;;;;
;;;;;;;;;;
# central branch; Spree;;;;;;;;;
7181;3238;river;0;Bautzen - Sagan;;;;;;
3239;3238;river;0;Görlitz - Sagan;;;;;;
309;3238;river;0;Cottbus - Sagan;;;;;;
309;546;river;0;Cottbus - Frankfurt an der Oder;;;;;;
309;7266;river;0;Cottbus - Ost-Berlin;;;;;;
299;7266;river;0;Potsdam - Ost-Berlin;;;;;;
299;300;river;0;Potsdam - West-Berlin;;;;;;
299;297;river;0;Potsdam - Neuruppin;;;;;;
7260;297;river;0;Burg - Neuruppin;;;;;;
7182;297;river;0;Stendal - Neuruppin;;;;;;
2381;297;river;0;Lüneburg - Neuruppin;;;;;;
3244;297;river;0;Schwerin - Neuruppin;;;;;;
3245;297;river;0;Neubrandenburg - Neuruppin;;;;;;
546;297;river;0;Frankfurt an der Oder - Neuruppin;;;;;;
2381;3244;river;0;Lüneburg - Schwerin;;;;;;
2381;90;river;0;Lüneburg - Kiel;;;;;;
2381;88;river;0;Lüneburg - Hamburg;;;;;;
3255;88;river;0;Cuxhaven - Hamburg;;;;;;
;;;;;;;;;;
# right branch; Oder; etc;;;;;;;;
6519;1595;river;0;Ratibor - Gleiwitz;;;;;;
7047;1595;river;0;Neisse - Gleiwitz;;;;;;
473;1595;river;0;Breslau - Gleiwitz;;;;;;
473;482;river;0;Breslau - Oels;;;;;;
1400;482;river;0;Liegnitz - Oels;;;;;;
1400;308;river;0;Liegnitz - Meseritz;;;;;;
3238;308;river;0;Sagan - Meseritz;;;;;;
309;308;river;0;Cottbus - Meseritz;;;;;;
546;308;river;0;Frankfurt an der Oder - Meseritz;;;;;;
3258;308;river;0;Landsberg an der Warthe - Meseritz;;;;;;
3258;546;river;0;Landsberg an der Warthe - Frankfurt an der Oder;;;;;;
7046;546;river;0;Stargard in Pommern - Frankfurt an der Oder;;;;;;
7046;7190;river;0;Stargard in Pommern - Anklam;;;;;;
7046;302;river;0;Stargard in Pommern - Stettin;;;;;;
3264;308;river;0;Gniezno - Meseritz;;;;;;
3264;483;river;0;Gniezno - Poznan;;;;;;
3264;3263;river;0;Gniezno - Leszno;;;;;;
211;3263;river;0;Kalisz - Leszno;;;;;;
211;3264;river;0;Kalisz - Gniezno;;;;;;
211;222;river;0;Kalisz - Wloclawek;;;;;;
211;481;river;0;Kalisz - Lódz;;;;;;
211;7262;river;0;Kalisz - Be³chatów;;;;;;
3267;7262;river;0;Sosnowiec - Be³chatów;;;;;;
;;;;;;;;;;
"# Kiel canal is a """"river""""""";;;;;;;;;;
90;7045;river;0;Kiel - Schleswig;;;;;;
7986;7045;river;0;Heide - Schleswig;;;;;;
;;;;;;;;;;
# Poland; Wisla;;;;;;;;;
2628;3269;river;0;Bielsko - Biala Krakowska;;;;;;
486;3269;river;0;Katowice - Biala Krakowska;;;;;;
3267;3269;river;0;Sosnowiec - Biala Krakowska;;;;;;
3267;479;river;0;Sosnowiec - Kraków;;;;;;
480;479;river;0;Czestochowa - Kraków;;;;;;
3268;479;river;0;Kielce - Kraków;;;;;;
3268;489;river;0;Kielce - Rzeszow;;;;;;
3268;487;river;0;Kielce - Lublin;;;;;;
484;487;river;0;Radom - Lublin;;;;;;
484;1876;river;0;Radom - Siedlce;;;;;;
484;7048;river;0;Radom - Legionowo;;;;;;
484;485;river;0;Radom - Warszawa;;;;;;
484;7049;river;0;Radom - Skierniewice;;;;;;
484;3266;river;0;Radom - Piotrków Trybunalski;;;;;;
485;7048;river;0;Warszawa - Legionowo;;;;;;
485;7050;river;0;Warszawa - Modlin;;;;;;
7049;7050;river;0;Skierniewice - Modlin;;;;;;
222;7050;river;0;Wloclawek - Modlin;;;;;;
222;305;river;0;Wloclawek - Plock;;;;;;
222;307;river;0;Wloclawek - Torun;;;;;;
208;307;river;0;Bydgoszcz - Torun;;;;;;
3265;307;river;0;Tczew - Torun;;;;;;
3265;2647;river;0;Tczew - Marienburg;;;;;;
303;307;river;0;Danzig - Torun;;;;;;
303;304;river;0;Danzig - Elbing;;;;;;
;;;;;;;;;;
# San river;;;;;;;;;;
489;487;river;0;Rzeszow - Lublin;;;;;;
489;3270;river;0;Rzeszow - Chelm;;;;;;
489;1884;river;0;Rzeszow - Przemysl;;;;;;
3271;1884;river;0;Sanok - Przemysl;;;;;;
3271;7978;river;0;Sanok - Ustrzyki Dolne;;;;;;
;;;;;;;;;;
# Narew river;;;;;;;;;;
7050;508;river;0;Modlin - Ostroleka;;;;;;
3272;508;river;0;Mlawa - Ostroleka;;;;;;
6516;508;river;0;Grajewo - Ostroleka;;;;;;
6516;1875;river;0;Grajewo - Lomza;;;;;;
505;1875;river;0;Bialystok - Lomza;;;;;;
505;6515;river;0;Bialystok - Bielsk Podlaski;;;;;;
;;;;;;;;;;
# Bug river;;;;;;;;;;
7050;7048;river;0;Modlin - Legionowo;;;;;;
508;7048;river;0;Ostroleka - Legionowo;;;;;;
1875;7048;river;0;Lomza - Legionowo;;;;;;
6515;7048;river;0;Bielsk Podlaski - Legionowo;;;;;;
6515;1876;river;0;Bielsk Podlaski - Siedlce;;;;;;
6515;504;river;0;Bielsk Podlaski - Biala Podlaska;;;;;;
503;504;river;0;Brzesc Litewski - Biala Podlaska;;;;;;
3274;504;river;0;Kowel - Biala Podlaska;;;;;;
3274;3270;river;0;Kowel - Chelm;;;;;;
3274;7979;river;0;Kowel - Belz;;;;;;
506;7979;river;0;Luck - Belz;;;;;;
;;;;;;;;;;
# Neman river;;;;;;;;;;
95;3276;river;0;Molodeczno - Baranowicze;;;;;;
3277;3276;river;0;Lida - Baranowicze;;;;;;
3277;210;river;0;Lida - Slonim;;;;;;
209;210;river;0;Grodno - Slonim;;;;;;
209;102;river;0;Grodno - Wolkowysk;;;;;;
209;7335;river;0;Grodno - Augustów;;;;;;
209;509;impassable;0;Grodno - Suwalki;;;;;;
209;7336;river;0;Grodno - Vilkaviskis;;;;;;
209;511;river;0;Grodno - Alytus;;;;;;
7980;511;river;0;Druskieniki - Alytus;;;;;;
207;511;river;0;Kaunas - Alytus;;;;;;
3281;511;river;0;Kedainiai - Alytus;;;;;;
2606;511;river;0;Klaipeda - Alytus;;;;;;
2606;223;river;0;Klaipeda - Tilsit;;;;;;
2606;510;sea;2478;Klaipeda - Konigsberg;;;;;;
;;;;;;;;;;
# Neris; Wilia river; tributary of Neman;;;;;;;;
7264;3277;river;0;Postawy - Lida;;;;;;
7264;6517;river;0;Postawy - Oszmiana;;;;;;
3279;6517;river;0;Swieciany - Oszmiana;;;;;;
3279;214;river;0;Swieciany - Wilno;;;;;;
3279;207;river;0;Swieciany - Kaunas;;;;;;
3282;207;river;0;Utena - Kaunas;;;;;;
3281;207;river;0;Kedainiai - Kaunas;;;;;;
;;;;;;;;;;
# Dniestr;;;;;;;;;;
501;500;river;0;Lwów - Drohobycz;;;;;;
3396;500;river;0;Brzezany - Drohobycz;;;;;;
3396;507;river;0;Brzezany - Stanislawów;;;;;;
3396;7984;river;0;Brzezany - Kolomyja;;;;;;
229;7984;river;0;Tarnopol - Kolomyja;;;;;;
229;1173;river;0;Tarnopol - Cernauti;;;;;;
229;1401;river;0;Tarnopol - Hotin;;;;;;
161;1401;river;0;Kam'ânec'-Podil's'kij - Hotin;;;;;;
161;7070;river;0;Kam'ânec'-Podil's'kij - Soroca;;;;;;
231;7070;river;0;Mogiliv-Podil's'kij - Soroca;;;;;;
1571;7070;river;0;Tiraspol - Soroca;;;;;;
1571;434;river;0;Tiraspol - Chisinau;;;;;;
1571;3389;river;0;Tiraspol - Tighina;;;;;;
233;3389;river;0;Odesa - Tighina;;;;;;
233;3391;river;0;Odesa - Cetatea Alba;;;;;;
;;;;;;;;;;
# Zapadnaya Dvina (Daugava);;;;;;;;;;
286;215;river;0;Nelidovo - Velikije Luki;;;;;;
219;215;river;0;Smolensk - Velikije Luki;;;;;;
217;215;river;0;Viciebsk - Velikije Luki;;;;;;
217;3399;river;0;Viciebsk - Haradok;;;;;;
3400;3399;river;0;Lepiel - Haradok;;;;;;
3400;1874;river;0;Lepiel - Polack;;;;;;
213;1874;river;0;Glebokie - Polack;;;;;;
213;202;river;0;Glebokie - Daugavpils;;;;;;
3278;202;river;0;Braslaw - Daugavpils;;;;;;
203;202;river;0;Jekabpils - Daugavpils;;;;;;
203;197;river;0;Jekabpils - Riga;;;;;;
204;197;river;0;Jelgava - Riga;;;;;;
3283;197;river;0;Ventspils - Riga;;;;;;
;;;;;;;;;;
# Estonia; Emajogi;;;;;;;;;
199;1886;river;0;Tartu - Voru;;;;;;
196;1886;river;0;Pärnu - Voru;;;;;;
;;;;;;;;;;
# Narva;;;;;;;;;;
193;3287;river;0;Narva - Jaanilinn;;;;;;
;;;;;;;;;;
# Vuoksa? Strange looking;;;;;;;;;;
145;123;river;0;Viipuri - Terijoki;;;;;;
;;;;;;;;;;
# Neva;;;;;;;;;;
7003;186;river;0;Kir'jasaly - Krasnogvardejsk;;;;;;
7003;187;river;0;Kir'jasaly - Leningrad;;;;;;
7003;145;River;0;;;;;;;
;;;;;;;;;;
# Svir';;;;;;;;;;
3345;3612;river;0;Olonec - Lodejnoe Pole;;;;;;
152;3612;river;0;Petrozavodsk - Lodejnoe Pole;;;;;;
;;;;;;;;;;
# Sheksna; Volga - Baltic canal;;;;;;;;;
172;153;river;0;Vytegra - Kirillov;;;;;;
2488;153;river;0;Cerepovec - Kirillov;;;;;;
2488;171;river;0;Cerepovec - Volodga;;;;;;
;;;;;;;;;;
# Sukhona; Nothern Dvina;;;;;;;;;
3615;171;river;0;Harovskaja - Volodga;;;;;;
165;171;river;0;Tot'ma - Volodga;;;;;;
165;1533;river;0;Tot'ma - Kicmengskij Gorodok;;;;;;
165;3624;river;0;Tot'ma - Kotlas;;;;;;
3623;3624;river;0;Krasnoborsk - Kotlas;;;;;;
3623;3626;river;0;Krasnoborsk - Pinega;;;;;;
3622;3626;river;0;Bereznik - Pinega;;;;;;
3625;3626;river;0;Holmogory - Pinega;;;;;;
3625;154;river;0;Holmogory - Arhangel'sk;;;;;;
1534;154;river;0;Sudostroj - Arhangel'sk;;;;;;
;;;;;;;;;;
# Volkhov river;;;;;;;;;;
200;287;river;0;Novgorod - Malaja Visera;;;;;;
7073;287;river;0;Volhovstroj - Malaja Visera;;;;;;
7073;189;river;0;Volhovstroj - Kirisi;;;;;;
;;;;;;;;;;
# Msta;;;;;;;;;;
7074;287;river;0;Valdaj - Malaja Visera;;;;;;
7074;190;river;0;Valdaj - Borovici;;;;;;
;;;;;;;;;;
# Lovat';;;;;;;;;;
191;7075;river;0;Staraja Russa - Parfino;;;;;;
;;;;;;;;;;
# Dniepr;;;;;;;;;;
285;182;river;0;Safonovo - Vjaz'ma;;;;;;
285;7087;river;0;Safonovo - Dorogobuz;;;;;;
219;7087;river;0;Smolensk - Dorogobuz;;;;;;
219;3402;river;0;Smolensk - Horki;;;;;;
217;3402;river;0;Viciebsk - Horki;;;;;;
218;3402;river;0;Orsa - Horki;;;;;;
220;3402;river;0;Mahilou - Horki;;;;;;
220;3403;river;0;Mahilou - Krycau;;;;;;
7066;3403;river;0;Zlobin - Krycau;;;;;;
7066;274;river;0;Zlobin - Homel;;;;;;
1566;274;river;0;Recyca - Homel;;;;;;
1566;241;river;0;Recyca - Cernigiv;;;;;;
7067;241;river;0;Cornobil' - Cernigiv;;;;;;
238;241;river;0;Kiiv - Cernigiv;;;;;;
238;3419;river;0;Kiiv - Brovari;;;;;;
3407;3419;river;0;Bila Cerkva - Brovari;;;;;;
237;3419;river;0;Cerkasi - Brovari;;;;;;
237;3420;river;0;Cerkasi - Lubni;;;;;;
3408;3420;river;0;Oleksandria - Lubni;;;;;;
3408;245;river;0;Oleksandria - Kremencuk;;;;;;
;;;;;;;;;;
# Sula river?;;;;;;;;;;
3420;245;river;0;Lubni - Kremencuk;;;;;;
;;;;;;;;;;
# again Dniepr;;;;;;;;;;
3408;1152;river;0;Oleksandria - Dnipropetrovs'k;;;;;;
3409;1152;river;0;Dniprodzerzins'k - Dnipropetrovs'k;;;;;;
3409;3414;river;0;Dniprodzerzins'k - Pavlograd;;;;;;
3410;3414;river;0;Nikopol' - Pavlograd;;;;;;
3410;249;river;0;Nikopol' - Zaporizzâ;;;;;;
251;249;river;0;Herson - Zaporizzâ;;;;;;
251;3412;river;0;Herson - Kahovka;;;;;;
251;3411;river;0;Herson - Curupins'k;;;;;;
;;;;;;;;;;
# Berezina; tributary of Dniepr;;;;;;;;;
1153;3400;river;0;Barysau - Lepiel;;;;;;
221;3400;river;0;Babrujsk - Lepiel;;;;;;
221;218;river;0;Babrujsk - Orsa;;;;;;
221;220;river;0;Babrujsk - Mahilou;;;;;;
221;7066;river;0;Babrujsk - Zlobin;;;;;;
273;7066;river;0;Luban - Zlobin;;;;;;
1566;7066;river;0;Recyca - Zlobin;;;;;;
;;;;;;;;;;
# Pripyat; tributary of Dniepr;;;;;;;;;
1566;7067;river;0;Recyca - Cornobil';;;;;;
1566;225;river;0;Recyca - Mazyr;;;;;;
3401;225;river;0;Pietrykau - Mazyr;;;;;;
;;;;;;;;;;
# Desna river; tributary of Dniepr;;;;;;;;;
3419;241;river;0;Brovari - Cernigiv;;;;;;
239;241;river;0;Nizin - Cernigiv;;;;;;
239;3418;river;0;Nizin - Novgorod-Sivers'kij;;;;;;
242;3418;river;0;Konotop - Novgorod-Sivers'kij;;;;;;
242;277;river;0;Konotop - Klincy;;;;;;
242;3457;river;0;Konotop - Trubcevsk;;;;;;
243;3457;river;0;Dmitriev-L'govskij - Trubcevsk;;;;;;
243;1597;river;0;Dmitriev-L'govskij - Brjansk;;;;;;
276;1597;river;0;Orël - Brjansk;;;;;;
181;1597;river;0;Ljudinovo - Brjansk;;;;;;
;;;;;;;;;;
# Southern bug;;;;;;;;;;
161;267;river;0;Kam'ânec'-Podil's'kij - Proskuriv;;;;;;
161;227;river;0;Kam'ânec'-Podil's'kij - Zitomir;;;;;;
161;228;river;0;Kam'ânec'-Podil's'kij - Vinnicâ;;;;;;
231;228;river;0;Mogiliv-Podil's'kij - Vinnicâ;;;;;;
231;1154;river;0;Mogiliv-Podil's'kij - Uman';;;;;;
3405;1154;river;0;Bersad' - Uman';;;;;;
3405;236;river;0;Bersad' - Kirovograd;;;;;;
3405;234;river;0;Bersad' - Mikolaiv;;;;;;
1565;234;river;0;Ocakiv - Mikolaiv;;;;;;
;;;;;;;;;;
# Don and tributaries;;;;;;;;;;
# West Manych;;;;;;;;;;
1151;3441;river;0;Elista - Petrovskoe;;;;;;
1151;3447;river;0;Elista - Basanta;;;;;;
3472;3447;river;0;Orlovskaja - Basanta;;;;;;
270;3447;river;0;Semikarakorskaja - Basanta;;;;;;
270;257;river;0;Semikarakorskaja - Sal'sk;;;;;;
270;3471;river;0;Semikarakorskaja - Zernovoj;;;;;;
;;;;;;;;;;
# Severskiy Donec;;;;;;;;;;
247;3460;river;0;Belgorod - Valujki;;;;;;
247;266;river;0;Belgorod - Kup'âns'k;;;;;;
248;266;river;0;Harkiv - Kup'âns'k;;;;;;
3415;266;river;0;Lozova - Kup'âns'k;;;;;;
260;266;river;0;Stalino - Kup'âns'k;;;;;;
260;3416;river;0;Stalino - Rubizne;;;;;;
259;3416;river;0;Lugans'k - Rubizne;;;;;;
259;3417;river;0;Lugans'k - Severodonec'k;;;;;;
259;271;river;0;Lugans'k - Belaja Kalitva;;;;;;
3423;271;river;0;Krasnij Luc - Belaja Kalitva;;;;;;
265;271;river;0;Sahty - Belaja Kalitva;;;;;;
265;268;river;0;Sahty - Morozovskaja;;;;;;
;;;;;;;;;;
# Don;;;;;;;;;;
7086;1596;river;0;Skopin - Stalinogorsk;;;;;;
7086;283;river;0;Skopin - Elec;;;;;;
284;283;river;0;Lipeck - Elec;;;;;;
281;283;river;0;Voronez - Elec;;;;;;
281;3461;river;0;Voronez - Ostrogozsk;;;;;;
3462;3461;river;0;Svoboda - Ostrogozsk;;;;;;
3462;261;river;0;Svoboda - Alekseevka;;;;;;
264;261;river;0;Pavlovsk - Alekseevka;;;;;;
264;263;river;0;Pavlovsk - Rossos;;;;;;
264;3469;river;0;Pavlovsk - Kasary;;;;;;
3468;3469;river;0;Kazanskaja - Kasary;;;;;;
3467;3469;river;0;Mihajlovka - Kasary;;;;;;
3467;3466;river;0;Mihajlovka - Serafimovic;;;;;;
164;3466;river;0;Frolovo - Serafimovic;;;;;;
1833;3466;river;0;Kalac - Serafimovic;;;;;;
1833;159;river;0;Kalac - Surovikino;;;;;;
3472;159;river;0;Orlovskaja - Surovikino;;;;;;
270;159;river;0;Semikarakorskaja - Surovikino;;;;;;
270;268;river;0;Semikarakorskaja - Morozovskaja;;;;;;
270;265;river;0;Semikarakorskaja - Sahty;;;;;;
3471;265;river;0;Zernovoj - Sahty;;;;;;
3470;265;river;0;Batajsk - Sahty;;;;;;
3470;269;river;0;Batajsk - Rostov-na-Donu;;;;;;
;;;;;;;;;;
# Volga;;;;;;;;;;
7078;7079;river;0;Bologoe - Toropec;;;;;;
7078;3456;river;0;Bologoe - Zubcov;;;;;;
288;3456;river;0;Rzev - Zubcov;;;;;;
288;174;river;0;Rzev - Kalinin;;;;;;
173;174;river;0;Kimry - Kalinin;;;;;;
173;176;river;0;Kimry - Lobnja;;;;;;
7076;176;river;0;Myskino - Lobnja;;;;;;
7076;7084;river;0;Myskino - Pereslavl'-Zalesskij;;;;;;
170;7084;river;0;Rybinsk - Pereslavl'-Zalesskij;;;;;;
170;177;river;0;Rybinsk - Jaroslavl';;;;;;
1841;177;river;0;Kostroma - Jaroslavl';;;;;;
1841;167;river;0;Kostroma - Ivanovo;;;;;;
1841;7083;river;0;Kostroma - Kinesma;;;;;;
3707;7083;river;0;Borovskaja - Kinesma;;;;;;
3707;166;river;0;Borovskaja - Gor'kij;;;;;;
3707;168;river;0;Borovskaja - Arzamas;;;;;;
3707;3708;river;0;Borovskaja - Lyskovo;;;;;;
1783;3708;river;0;Joskar-Ola - Lyskovo;;;;;;
1783;1776;river;0;Joskar-Ola - Ceboksary;;;;;;
1780;1776;river;0;Kazan' - Ceboksary;;;;;;
1780;1775;river;0;Kazan' - Buinsk;;;;;;
3706;1775;river;0;Nurlat - Buinsk;;;;;;
3726;1775;river;0;Melekess - Buinsk;;;;;;
3726;158;river;0;Melekess - Ul'janovsk;;;;;;
3726;3728;river;0;Melekess - Barys;;;;;;
1778;3728;river;0;Stavropol' - Barys;;;;;;
1778;3732;river;0;Stavropol' - Syzran';;;;;;
1830;3732;river;0;Kujbysev - Syzran';;;;;;
3734;3732;river;0;Bezencuk - Syzran';;;;;;
3734;3729;river;0;Bezencuk - Novospasskoe;;;;;;
3734;1829;river;0;Bezencuk - Vol'sk;;;;;;
3711;1829;river;0;Balakovo - Vol'sk;;;;;;
3717;1829;river;0;Marksstadt - Vol'sk;;;;;;
3717;1832;river;0;Marksstadt - Saratov;;;;;;
1839;1832;river;0;Engels' - Saratov;;;;;;
1839;3715;river;0;Engels' - Bal'cer;;;;;;
3463;3715;river;0;Pallasovka - Bal'cer;;;;;;
7386;3715;river;0;Nikolaevskaja sloboda - Bal'cer;;;;;;
7386;1834;river;0;Nikolaevskaja sloboda - Kamysin;;;;;;
1836;1834;river;0;Krasnaja Sloboda - Kamysin;;;;;;
1836;163;river;0;Krasnaja Sloboda - Stalingrad;;;;;;
1836;3465;river;0;Krasnaja Sloboda - Svetlyj Jar;;;;;;
1836;3451;river;0;Krasnaja Sloboda - Cernyj Jar;;;;;;
3452;3451;river;0;Vladimirovka - Cernyj Jar;;;;;;
3452;3449;river;0;Vladimirovka - Sadovoe;;;;;;
3452;3450;river;0;Vladimirovka - Ikrjanoe;;;;;;
1838;3450;river;0;Astrahan' - Ikrjanoe;;;;;;
;;;;;;;;;;
# Kama and Belaya;;;;;;;;;;
1780;3706;river;0;Kazan' - Nurlat;;;;;;
1780;3705;river;0;Kazan' - Cistopol';;;;;;
3705;3704;river;0;Cistopol' - Elabuga;;;;;;
3704;1781;river;0;Elabuga - Nabereznyje Celny;;;;;;
1781;1782;river;0;Nabereznyje Celny - Izevsk;;;;;;
1781;3677;river;0;Nabereznyje Celny - Janaul;;;;;;
3675;3677;river;0;Tujmazy - Janaul;;;;;;
3675;1570;river;0;Tujmazy - Ufa;;;;;;
3678;1570;river;0;Davlekanovo - Ufa;;;;;;
3678;3679;river;0;Davlekanovo - Iglino;;;;;;
3678;3672;river;0;Davlekanovo - Isimbaj;;;;;;
3672;1150;river;0;Isimbaj - Sterlitamak;;;;;;
3672;7161;river;0;Isimbaj - Sarlyk;;;;;;
3672;7162;river;0;Isimbaj - Isjangulovo;;;;;;
3679;1570;river;0;Iglino - Ufa;;;;;;
1782;3677;river;0;Izevsk - Janaul;;;;;;
1782;3682;river;0;Izevsk - Cernuska;;;;;;
3684;3682;river;0;Verescaginoskaja - Cernuska;;;;;;
3684;1773;river;0;Verescaginoskaja - Perm';;;;;;
1773;1840;river;0;Perm' - Krasnokamsk;;;;;;
1773;3683;river;0;Perm' - Kudymkar;;;;;;
3683;1574;river;0;Kudymkar - Berezniki;;;;;;
1574;3685;river;0;Berezniki - Cerdyn';;;;;;
3685;1772;river;0;Cerdyn' - Solikamsk;;;;;;
;;;;;;;;;;
# Ural;;;;;;;;;;
3517;3519;river;0;Gur'ev - Inderbor;;;;;;
3517;6994;river;0;Gur'ev - Dzhambeyty;;;;;;
6994;6992;river;0;Dzhambeyty - Lbishchensk;;;;;;
6994;1568;river;0;Dzhambeyty - Oral;;;;;;
1568;3518;river;0;Oral - Aqsay;;;;;;
3518;7160;river;0;Aqsay - Tasla;;;;;;
7160;3671;river;0;Tasla - Ileckaja Zascita;;;;;;
3671;7159;river;0;Ileckaja Zascita - Novosergievka;;;;;;
3671;1828;river;0;Ileckaja Zascita - Orenburg;;;;;;
3671;3667;river;0;Ileckaja Zascita - Orsk;;;;;;
3667;1569;river;0;Orsk - Aqtöbe;;;;;;
3667;1577;river;0;Orsk - Novoorsk;;;;;;
;;;;;;;;;;
# Klyazma (Msk - Vladimir) -> Oka -> Volga;;;;;;;;;;
# tributary of Oka; Oka is tributary of Volga;;;;;;;;;
176;175;river;0;Lobnja - Moskva;;;;;;
7082;175;river;0;Aleksandrov - Moskva;;;;;;
7082;180;river;0;Aleksandrov - Orehovo-Zuevo;;;;;;
178;180;river;0;Vladimir - Orehovo-Zuevo;;;;;;
178;179;river;0;Vladimir - Murom;;;;;;
7083;179;river;0;Kinesma - Murom;;;;;;
166;179;river;0;Gor'kij - Murom;;;;;;
;;;;;;;;;;
# river Moskva - Oka -> Volga;;;;;;;;;;
1155;7081;river;0;Himki - Odincovo;;;;;;
175;7081;river;0;Moskva - Odincovo;;;;;;
175;94;river;0;Moskva - Podol'sk;;;;;;
180;94;river;0;Orehovo-Zuevo - Podol'sk;;;;;;
;;;;;;;;;;
# Oka;;;;;;;;;;
276;278;river;0;Orël - Livny;;;;;;
276;7080;river;0;Orël - Scekino;;;;;;
181;7080;river;0;Ljudinovo - Scekino;;;;;;
2240;7080;river;0;Kaluga - Scekino;;;;;;
2240;1598;river;0;Kaluga - Tula;;;;;;
94;1598;river;0;Podol'sk - Tula;;;;;;
94;279;river;0;Podol'sk - Rjazan';;;;;;
180;279;river;0;Orehovo-Zuevo - Rjazan';;;;;;
7085;279;river;0;Kasimov - Rjazan';;;;;;
7085;7086;river;0;Kasimov - Skopin;;;;;;
7085;169;river;0;Kasimov - Sasovo;;;;;;
179;169;river;0;Murom - Sasovo;;;;;;
179;168;river;0;Murom - Arzamas;;;;;;
166;168;river;0;Gor'kij - Arzamas;;;;;;
;;;;;;;;;;
# river Kuban and tributaries;;;;;;;;;;
3442;2614;river;0;Nevinnomyssk - Armavir;;;;;;
256;2614;river;0;Krasnodar - Armavir;;;;;;
3446;2614;river;0;Belorecenskaja - Armavir;;;;;;
162;2614;river;0;Majkop - Armavir;;;;;;
3446;1846;river;0;Belorecenskaja - Sulimov;;;;;;
256;162;river;0;Krasnodar - Majkop;;;;;;
256;3446;river;0;Krasnodar - Belorecenskaja;;;;;;
3444;3446;river;0;Slavjanskaja - Belorecenskaja;;;;;;
3444;3445;river;0;Slavjanskaja - Krymskaja;;;;;;
;;;;;;;;;;
# Terek;;;;;;;;;;
2615;2368;river;0;Pjatigorsk - Nazran';;;;;;
2615;1847;river;0;Pjatigorsk - Groznyj;;;;;;
3437;1847;river;0;Selkovskaja - Groznyj;;;;;;
3437;1837;river;0;Selkovskaja - Hasavjurt;;;;;;
3436;1837;river;0;Kizljar - Hasavjurt;;;;;;
;;;;;;;;;;
# Kura;;;;;;;;;;
7248;3433;river;0;Akhaltsikhe - Axalkalaki;;;;;;
7248;1850;river;0;Akhaltsikhe - Tblisi;;;;;;
3432;1850;river;0;Samt'redia - Tblisi;;;;;;
3434;1850;river;0;Gori - Tblisi;;;;;;
7245;1850;river;0;Telavi - Tblisi;;;;;;
2849;1850;river;0;Rustavi - Tblisi;;;;;;
2849;7247;river;0;Rustavi - Marneuli;;;;;;
2849;6919;river;0;Rustavi - Zaqatala;;;;;;
7252;2847;river;0;Sadiqli - Kirovabad;;;;;;
7252;3425;river;0;Sadiqli - Yevlax;;;;;;
7252;6919;river;0;Sadiqli - Zaqatala;;;;;;
7252;3427;river;0;Sadiqli - Göycay;;;;;;
3427;3425;river;0;Göycay - Yevlax;;;;;;
3427;7254;river;0;Göycay - Salyan;;;;;;
1907;7254;river;0;Baki - Salyan;;;;;;
3425;7254;river;0;Yevlax - Salyan;;;;;;
3425;4202;river;0;Yevlax - Parsabad;;;;;;
3424;4202;river;0;Füzuli - Parsabad;;;;;;
3424;4201;river;0;Füzuli - Marand;;;;;;
2850;4201;river;0;Kapan - Marand;;;;;;
2470;4201;river;0;Naxçivan - Marand;;;;;;
2470;4198;river;0;Naxçivan - Khoy;;;;;;
7273;4198;river;0;Norasen - Khoy;;;;;;
7249;4118;river;0;Hoktemberyan - Igdir;;;;;;
7249;446;river;0;Hoktemberyan - Kars;;;;;;
;;;;;;;;;;
# South America;;;;;;;;;;
859;3896;river;0;Comodoro Rivadavia - Paso de Indios;;;;;;
