Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;Retirement Year;x
Maud'huy;5256;VIC;1913;1914;1915;1932;1;6;256;3;0;5;0;470;1913;1921;1999;x
Maunoury;5257;VIC;1906;1908;1915;1932;1;6;0;3;0;5;0;471;1906;1923;1999;x
Mazel;5258;VIC;1914;1915;1916;1932;1;5;0;2;0;5;0;7387;1914;1932;1999;x
Nivelle;5259;VIC;1915;1916;1916;1917;1;6;4;3;0;5;0;472;1915;1918;1999;x
Nourrisson;5260;VIC;1915;1932;1932;1932;1;6;0;3;0;5;0;8262;1915;1930;1999;x
Pau;5261;VIC;1902;1906;1909;1932;1;4;512;1;0;5;0;473;1902;1915;1999;x
Putz;5262;VIC;1913;1914;1915;1932;1;5;0;2;0;5;0;7388;1913;1925;1999;x
Roques;5263;VIC;1908;1913;1915;1932;1;5;0;2;0;5;0;7389;1908;1920;1999;x
Ruffey;5264;VIC;1910;1912;1914;1932;1;5;4;2;0;5;0;474;1910;1928;1999;x
Sarrail;5265;VIC;1911;1913;1914;1932;1;6;0;3;0;5;0;475;1911;1929;1999;x
Alby;5266;VIC;1913;1915;1932;1932;2;6;0;3;0;5;0;7390;1913;1932;1999;x
Alix;5267;VIC;1908;1913;1932;1932;2;5;0;2;0;5;0;476;1908;1920;1999;x
Balfourier;5268;VIC;1908;1914;1932;1932;2;6;2;3;0;5;0;477;1908;1932;1999;x
Baret;5269;VIC;1914;1915;1932;1932;2;6;0;3;0;5;0;7391;1914;1917;1999;x
Baumgarten;5270;VIC;1914;1915;1932;1932;2;4;0;1;0;5;0;7392;1914;1928;1999;x
Belin;5271;VIC;1908;1915;1932;1932;2;6;0;3;0;5;0;478;1908;1932;1999;x
Berdoulat;5272;VIC;1914;1915;1932;1932;2;5;0;2;0;5;0;479;1914;1930;1999;x
Blondlat;5273;VIC;1914;1915;1932;1932;2;6;0;3;0;5;0;7392;1914;1932;1999;x
Boëlle;5274;VIC;1909;1911;1932;1932;2;4;0;1;0;5;0;7393;1909;1932;1999;x
Bonneau;5275;VIC;1907;1910;1932;1932;2;5;4;2;0;5;0;480;1907;1932;1999;x
Bridoux;5276;VIC;1913;1914;1932;1932;2;5;512;2;0;5;0;7394;1913;1915;1999;x
Brochin;5277;VIC;1910;1912;1932;1932;2;4;4;1;0;5;0;7395;1910;1932;1999;x
Brulard;5278;VIC;1914;1915;1932;1932;2;5;0;2;0;5;0;7396;1914;1932;1999;x
Caron;5279;VIC;1917;1919;1932;1932;2;6;0;3;0;5;0;7397;1917;1932;1999;x
Chrétien;5280;VIC;1915;1916;1932;1932;2;5;0;2;0;5;0;7398;1915;1932;1999;x
Claret de la Touche;5281;VIC;1914;1916;1932;1932;2;5;0;2;0;5;0;481;1914;1932;1999;x
Claudel;5282;VIC;1915;1918;1932;1932;2;5;0;2;0;5;0;482;1915;1932;1999;x
Conneau;5283;VIC;1913;1914;1932;1932;2;5;4;2;0;5;0;483;1913;1932;1999;x
Cordonnier;5284;VIC;1914;1915;1932;1932;2;5;0;2;0;5;0;484;1914;1932;1999;x
Corvisart;5285;VIC;1915;1917;1932;1932;2;5;0;2;0;5;0;7399;1915;1932;1999;x
Coutanceau;5286;VIC;1908;1916;1932;1932;2;5;0;2;0;5;0;7400;1908;1932;1999;x
Curé;5287;VIC;1913;1915;1932;1932;2;5;0;2;0;5;0;7401;1913;1932;1999;x
d'Armau de Pouydraguin;5288;VIC;1914;1917;1932;1932;2;6;0;3;0;5;0;485;1914;1932;1999;x
de Bazelaire;5289;VIC;1908;1912;1932;1932;2;5;0;2;0;5;0;7402;1908;1932;1999;x
de Boissoudy;5290;VIC;1908;1912;1932;1932;2;6;0;3;0;5;0;486;1908;1932;1999;x
de Cadoudal;5291;VIC;1914;1917;1932;1932;2;5;0;2;0;5;0;7403;1914;1925;1999;x
de Castelli;5292;VIC;1908;1914;1932;1932;2;4;4;1;0;5;0;7404;1908;1915;1999;x
de Grandmaison;5293;VIC;1908;1912;1932;1932;2;5;4;2;0;5;0;7405;1908;1932;1999;x
de Lamaze;5294;VIC;1908;1912;1932;1932;2;4;0;1;0;5;0;7406;1908;1932;1999;x
de Lobit;5295;VIC;1915;1920;1932;1932;2;5;0;2;0;5;0;8245;1915;1932;1999;x
de Mas-Latrie;5296;VIC;1907;1912;1932;1932;2;4;512;1;0;5;0;7407;1907;1915;1999;x
de Mitry;5297;VIC;1914;1917;1932;1932;2;6;0;3;0;5;0;487;1914;1924;1999;x
de Riole de Fonclare;5298;VIC;1915;1917;1932;1932;2;6;0;3;0;5;0;488;1915;1932;1999;x
de Villaret;5299;VIC;1914;1915;1932;1932;2;5;0;2;0;5;0;489;1914;1917;1999;x
Deletoille;5300;VIC;1913;1914;1932;1932;2;5;0;2;0;5;0;unknownleader;1913;1932;1999;x
Deligny;5301;VIC;1914;1916;1932;1932;2;6;0;3;0;5;0;7408;1914;1932;1999;x
Demange;5302;VIC;1914;1915;1932;1932;2;5;0;2;0;5;0;7409;1914;1932;1999;x
Déprez;5303;VIC;1914;1915;1932;1932;2;6;0;3;0;5;0;unknownleader;1914;1932;1999;x
Descoings;5304;VIC;1914;1915;1932;1932;2;5;0;2;0;5;0;8248;1914;1932;1999;x
Defforges;5305;VIC;1897;1897;1932;1932;2;4;4;1;0;5;0;7426;1897;1932;1999;x
Deville;5306;VIC;1915;1918;1932;1932;2;5;0;2;0;5;0;490;1915;1928;1999;x
Dumas;5307;VIC;1914;1915;1932;1932;2;6;0;3;0;5;0;7410;1914;1932;1999;x
Duport;5308;VIC;1915;1916;1932;1932;2;6;0;3;0;5;0;491;1915;1932;1999;x
Durand de Villers;5309;VIC;1906;1914;1932;1932;2;4;0;1;0;5;0;unknownleader;1906;1916;1999;x
d'Urbal;5310;VIC;1908;1912;1932;1932;2;5;2;2;0;5;0;492;1908;1932;1999;x
Ebener;5311;VIC;1913;1914;1932;1932;2;5;0;2;0;5;0;7411;1913;1919;1999;x
Espinasse;5312;VIC;1908;1914;1932;1932;2;4;4;1;0;5;0;7412;1908;1932;1999;x
Eydoux;5313;VIC;1910;1914;1932;1932;2;5;4;2;0;5;0;493;1910;1918;1999;x
Féraud;5314;VIC;1916;1917;1932;1932;2;5;0;2;0;5;0;494;1916;1932;1999;x
Garnier-Duplessis;5315;VIC;1916;1918;1932;1932;2;6;0;3;0;5;0;495;1916;1928;1999;x
Grossetti;5316;VIC;1914;1915;1932;1932;2;5;0;2;0;5;0;7413;1914;1918;1999;x
Hache;5317;VIC;1911;1913;1932;1932;2;5;0;2;0;5;0;7414;1911;1931;1999;x
Hallouin;5318;VIC;1914;1915;1932;1932;2;6;0;3;0;5;0;7415;1914;1932;1999;x
Hellot;5319;VIC;1916;1918;1932;1932;2;5;0;2;0;5;0;496;1916;1932;1999;x
Hely d'Oissel;5320;VIC;1914;1915;1932;1932;2;5;4;2;0;5;0;497;1914;1932;1999;x
Henrys;5321;VIC;1916;1917;1932;1932;2;6;0;3;0;5;0;7416;1916;1932;1999;x
Herr;5322;VIC;1914;1915;1932;1932;2;5;0;2;0;5;0;7417;1914;1932;1999;x
Heymann;5323;VIC;1914;1915;1932;1932;2;6;0;3;0;5;0;unknownleader;1914;1928;1999;x
Jacquot;5324;VIC;1915;1916;1932;1932;2;6;0;3;0;5;0;498;1915;1922;1999;x
Janin;5325;VIC;1916;1921;1932;1932;2;6;0;3;0;5;0;7418;1916;1932;1999;x
Lacapelle;5326;VIC;1916;1917;1932;1932;2;6;0;3;0;5;0;499;1916;1932;1999;x
Lebas;5327;VIC;1908;1912;1932;1932;2;5;0;2;0;5;0;7419;1908;1932;1999;x
Leblois;5328;VIC;1913;1917;1932;1932;2;5;0;2;0;5;0;7420;1913;1930;1999;x
Lebrun;5329;VIC;1915;1916;1932;1932;2;5;0;2;0;5;0;500;1915;1932;1999;x
Leconte;5330;VIC;1914;1917;1932;1932;2;5;0;2;0;5;0;501;1914;1932;1999;x
Lefèvre J.C.A.;5331;VIC;1909;1914;1932;1932;2;5;0;2;0;5;0;502;1909;1916;1999;x
Legrand;5332;VIC;1910;1914;1932;1932;2;4;4;1;0;5;0;503;1910;1924;1999;x
Linder;5333;VIC;1916;1917;1932;1932;2;6;0;3;0;5;0;504;1916;1932;1999;x
Marjoulet;5334;VIC;1914;1916;1932;1932;2;6;0;3;0;5;0;505;1914;1932;1999;x
Massenet;5335;VIC;1916;1918;1932;1932;2;6;0;3;0;5;0;7421;1916;1932;1999;x
Mazillier;5336;VIC;1915;1917;1932;1932;2;6;0;3;0;5;0;506;1915;1932;1999;x
Mercier-Milon;5337;VIC;1909;1911;1932;1932;2;6;512;3;0;5;0;unknownleader;1909;1915;1999;x
Micheler;5338;VIC;1908;1914;1932;1932;2;5;0;2;0;5;0;7422;1908;1916;1999;x
Moinier;5339;VIC;1911;1913;1932;1932;2;6;0;3;0;5;0;7423;1911;1919;1999;x
Monroë dit Roë;5340;VIC;1916;1919;1932;1932;2;6;0;3;0;5;0;unknownleader;1916;1932;1999;x
Mordacq J.J.H.;5341;VIC;1916;1920;1932;1932;2;6;0;3;0;5;0;507;1916;1932;1999;x
Muteau;5342;VIC;1911;1917;1932;1932;2;5;0;2;0;5;0;7425;1911;1927;1999;x
Naulin;5343;VIC;1916;1918;1932;1932;2;6;0;3;0;5;0;508;1916;1932;1999;x
Niessel;5344;VIC;1915;1917;1932;1932;2;5;0;2;0;5;0;509;1915;1932;1999;x
Nollet;5345;VIC;1915;1916;1932;1932;2;5;0;2;0;5;0;510;1915;1932;1999;x
Nudant;5346;VIC;1915;1916;1932;1932;2;5;0;2;0;5;0;511;1915;1932;1999;x
Passaga;5347;VIC;1916;1917;1932;1932;2;6;0;3;0;5;0;512;1916;1932;1999;x
Paulinier;5348;VIC;1914;1915;1932;1932;2;5;0;2;0;5;0;513;1914;1927;1999;x
Pelle;5349;VIC;1916;1917;1932;1932;2;6;0;3;0;5;0;514;1916;1924;1999;x
Penet;5350;VIC;1917;1918;1932;1932;2;6;0;3;0;5;0;515;1917;1932;1999;x
Pentel;5351;VIC;1915;1916;1932;1932;2;5;0;2;0;5;0;unknownleader;1915;1932;1999;x
Philippot;5352;VIC;1918;1923;1932;1932;2;5;0;2;0;5;0;516;1918;1932;1999;x
Piarron de Mondésir;5353;VIC;1914;1915;1932;1932;2;5;2;2;0;5;0;517;1914;1932;1999;x
Poline;5354;VIC;1911;1914;1932;1932;2;4;512;1;0;5;0;7424;1911;1915;1999;x
Pont;5355;VIC;1916;1917;1932;1932;2;5;0;2;0;5;0;518;1916;1926;1999;x
Pouradier-Duteil;5356;VIC;1911;1913;1932;1932;2;4;4;1;0;5;0;519;1911;1932;1999;x
Prax;5357;VIC;1915;1918;1932;1932;2;5;0;2;0;5;0;520;1915;1932;1999;x
Robillot;5358;VIC;1908;1912;1932;1932;2;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Rozée d'Infreville;5359;VIC;1914;1917;1932;1932;2;5;0;2;0;5;0;unknownleader;1914;1932;1999;x
Sauret;5360;VIC;1908;1914;1932;1932;2;5;512;2;0;5;0;521;1908;1915;1999;x
Sordet;5361;VIC;1907;1912;1932;1932;2;6;4;3;0;5;0;522;1907;1923;1999;x
Taufflieb;5362;VIC;1915;1916;1932;1932;2;5;0;2;0;5;0;8270;1915;1932;1999;x
Taverna;5363;VIC;1911;1913;1932;1932;2;4;512;1;0;5;0;8271;1911;1915;1999;x
Toulorge;5364;VIC;1916;1918;1932;1932;2;5;0;2;0;5;0;523;1916;1932;1999;x
Vandenberg;5365;VIC;1914;1917;1932;1932;2;6;0;3;0;5;0;524;1914;1932;1999;x
Verraux;5366;VIC;1913;1914;1932;1932;2;5;512;2;0;5;0;unknownleader;1913;1915;1999;x
Wirbel;5367;VIC;1914;1915;1932;1932;2;5;0;2;0;5;0;unknownleader;1914;1932;1999;x
Abaut;5368;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Abonneau;5369;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Allenou;5370;VIC;1908;1932;1932;1932;3;6;0;3;0;5;0;unknownleader;1908;1932;1999;x
Andrieu;5371;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Aubier;5372;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Aymerich;5373;VIC;1908;1932;1932;1932;3;6;0;3;0;5;0;7427;1908;1932;1999;x
Bailloud;5374;VIC;1901;1932;1932;1932;3;5;0;2;0;5;0;525;1901;1932;1999;x
Bajolle;5375;VIC;1913;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1913;1932;1999;x
Bapst;5376;VIC;1908;1932;1932;1932;3;4;0;1;0;5;0;8233;1908;1932;1999;x
Baquet;5377;VIC;1915;1932;1932;1932;3;6;0;3;0;5;0;unknownleader;1915;1932;1999;x
Baratier;5378;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;7428;1908;1932;1999;x
Bernard;5379;VIC;1914;1932;1932;1932;3;6;0;3;0;5;0;8234;1914;1927;1999;x
Besset;5380;VIC;1911;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1911;1915;1999;x
Bierren;5381;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Bigot;5382;VIC;1908;1932;1932;1932;3;6;0;3;0;5;0;7429;1908;1932;1999;x
Bizard;5383;VIC;1911;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1911;1932;1999;x
Blanc;5384;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;8235;1908;1932;1999;x
Blazer;5385;VIC;1914;1932;1932;1932;3;6;0;3;0;5;0;8236;1914;1932;1999;x
Bloch;5386;VIC;1908;1932;1932;1932;3;6;0;3;0;5;0;unknownleader;1908;1932;1999;x
Bonnier;5387;VIC;1914;1932;1932;1932;3;6;0;3;0;5;0;7430;1914;1932;1999;x
Boucher de Morlaincourt;5388;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;8237;1908;1932;1999;x
Bouchez;5389;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;8238;1908;1932;1999;x
Boullangé;5390;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Bourgeois;5391;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;7431;1908;1932;1999;x
Boyer;5392;VIC;1916;1932;1932;1932;3;5;0;2;0;5;0;8239;1916;1932;1999;x
Broulard;5393;VIC;1914;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1914;1932;1999;x
Buisson;5394;VIC;1910;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1910;1916;1999;x
Capdepont;5395;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Carbillet;5396;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;8240;1908;1932;1999;x
Chailley;5397;VIC;1911;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1911;1920;1999;x
Châtelain;5398;VIC;1914;1932;1932;1932;3;6;0;3;0;5;0;8242;1914;1916;1999;x
Cherrier;5399;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;8241;1908;1932;1999;x
Chevalier;5400;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Clément de Grandprey;5401;VIC;1911;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1911;1932;1999;x
Clergerie;5402;VIC;1915;1932;1932;1932;3;5;0;2;0;5;0;7436;1915;1932;1999;x
Colle;5403;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Comby;5404;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Compagnon;5405;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Coquet;5406;VIC;1911;1932;1932;1932;3;5;0;2;0;5;0;7432;1911;1932;1999;x
Cornille;5407;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Crépen;5408;VIC;1908;1932;1932;1932;3;6;0;3;0;5;0;unknownleader;1908;1932;1999;x
Crepey;5409;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;8243;1908;1932;1999;x
Danant;5410;VIC;1908;1932;1932;1932;3;6;0;3;0;5;0;unknownleader;1908;1932;1999;x
d'Anselme;5411;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Brun d'Aubignosc;5412;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;7433;1908;1932;1999;x
Dauvin;5413;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
de Boissieu;5414;VIC;1908;1932;1932;1932;3;6;4;3;0;5;0;unknownleader;1908;1932;1999;x
de Bonneval;5415;VIC;1908;1932;1932;1932;3;5;1;2;0;5;0;unknownleader;1908;1932;1999;x
de Buyer;5416;VIC;1908;1932;1932;1932;3;5;4;2;0;5;0;unknownleader;1908;1932;1999;x
de Contades;5417;VIC;1914;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1914;1932;1999;x
de Cornulier-Lucinière;5418;VIC;1908;1932;1932;1932;3;5;4;2;0;5;0;7434;1908;1932;1999;x
de Laguiche;5419;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;8244;1908;1932;1999;x
de Lartigue;5420;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
de Lastours;5421;VIC;1907;1932;1932;1932;3;6;0;3;0;5;0;7435;1907;1916;1999;x
de l'Espée;5422;VIC;1914;1932;1932;1932;3;6;4;3;0;5;0;7437;1914;1932;1999;x
de Pélacot;5423;VIC;1897;1914;1932;1932;3;5;0;2;0;5;0;8246;1914;1932;1999;x
de Salins;5424;VIC;1908;1932;1932;1932;3;6;0;3;0;5;0;7438;1908;1932;1999;x
Delarue;5425;VIC;1916;1932;1932;1932;3;5;0;2;0;5;0;8247;1916;1932;1999;x
Delétoille;5426;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Desaleux;5427;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Dessort;5428;VIC;1908;1932;1932;1932;3;6;0;3;0;5;0;unknownleader;1908;1932;1999;x
Dillemann;5429;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Dumézil;5430;VIC;1916;1932;1932;1932;3;6;0;3;0;5;0;8249;1916;1932;1999;x
Eon;5431;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;8250;1908;1932;1999;x
Falque;5432;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Famin;5433;VIC;1905;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1905;1917;1999;x
Faurie;5434;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;7439;1908;1932;1999;x
Ferry;5435;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Franiatte;5436;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;7440;1908;1932;1999;x
Gallet;5437;VIC;1911;1932;1932;1932;3;5;0;2;0;5;0;8251;1911;1925;1999;x
Galopin;5438;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;7441;1908;1932;1999;x
Gaudin;5439;VIC;1911;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1911;1918;1999;x
Geil;5440;VIC;1907;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1907;1912;1999;x
Génin;5441;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;526;1908;1932;1999;x
Gillain;5442;VIC;1908;1932;1932;1932;3;6;0;3;0;5;0;unknownleader;1908;1932;1999;x
Goigoux;5443;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Gossot;5444;VIC;1913;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1913;1932;1999;x
Goullet;5445;VIC;1897;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1897;1932;1999;x
Gramat;5446;VIC;1897;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1897;1932;1999;x
Guignabaudet;5447;VIC;1897;1932;1932;1932;3;6;0;3;0;5;0;7442;1897;1932;1999;x
Guillaumin;5448;VIC;1915;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1915;1932;1999;x
Hennocque;5449;VIC;1916;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1916;1932;1999;x
Holender;5450;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1918;1999;x
Hugeut;5451;VIC;1897;1932;1932;1932;3;4;0;1;0;5;0;unknownleader;1897;1932;1999;x
Jullien;5452;VIC;1917;1932;1932;1932;3;6;0;3;0;5;0;8252;1917;1932;1999;x
Kaufmant;5453;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Laboria;5454;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;8253;1908;1932;1999;x
Lancrenon;5455;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;7443;1908;1932;1999;x
Lanquetot;5456;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Laperrine;5457;VIC;1908;1932;1932;1932;3;6;0;3;0;5;0;7756;1908;1932;1999;x
Lasserre;5458;VIC;1915;1932;1932;1932;3;6;0;3;0;5;0;unknownleader;1915;1932;1999;x
Leblond;5459;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;8254;1908;1932;1999;x
Lebocq;5460;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;7716;1908;1932;1999;x
Lecomte;5461;VIC;1911;1932;1932;1932;3;4;512;1;0;5;0;unknownleader;1911;1915;1999;x
Lefèvre J.M.E.G.;5462;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;7717;1908;1932;1999;x
Leguay;5463;VIC;1911;1932;1932;1932;3;5;0;2;0;5;0;527;1911;1924;1999;x
Lejaille;5464;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;8255;1908;1932;1999;x
Lescot;5465;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Levillain;5466;VIC;1914;1932;1932;1932;3;5;4;2;0;5;0;unknownleader;1914;1922;1999;x
Lucas;5467;VIC;1908;1932;1932;1932;3;6;0;3;0;5;0;unknownleader;1908;1932;1999;x
Malcor A.L.;5468;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;8256;1908;1932;1999;x
Malcor L.L.A.;5469;VIC;1908;1932;1932;1932;3;6;0;3;0;5;0;unknownleader;1908;1932;1999;x
Marabail;5470;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;8257;1908;1932;1999;x
Marchand J.P.;5471;VIC;1915;1932;1932;1932;3;6;1;3;0;5;0;528;1915;1932;1999;x
Marette de Lagarenne;5472;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Maroix;5473;VIC;1908;1932;1932;1932;3;6;0;3;0;5;0;unknownleader;1908;1932;1999;x
Martin de Bouillon;5474;VIC;1909;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1909;1932;1999;x
Masnou;5475;VIC;1908;1932;1932;1932;3;6;0;3;0;5;0;8258;1908;1932;1999;x
Mauger;5476;VIC;1908;1932;1932;1932;3;5;2;2;0;5;0;8259;1908;1932;1999;x
Maxime;5477;VIC;1908;1932;1932;1932;3;4;0;1;0;5;0;unknownleader;1908;1932;1999;x
Mengin;5478;VIC;1914;1932;1932;1932;3;5;0;2;0;5;0;8260;1914;1932;1999;x
Menvielle;5479;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;7718;1908;1932;1999;x
Mittelhauser;5480;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;529;1908;1932;1999;x
Mojon;5481;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Mollard;5482;VIC;1910;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1910;1932;1999;x
Mordacq L.L.;5483;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;7719;1908;1932;1999;x
Mordrelle;5484;VIC;1915;1932;1932;1932;3;5;0;2;0;5;0;8261;1915;1932;1999;x
Nicolas;5485;VIC;1910;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1910;1932;1999;x
Nicole;5486;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Ordry;5487;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Ozil;5488;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;7720;1908;1932;1999;x
Pambet;5489;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;8263;1908;1932;1999;x
Paquette;5490;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Pauffin de Saint-Morel;5491;VIC;1915;1932;1932;1932;3;5;0;2;0;5;0;7721;1915;1927;1999;x
Peillard;5492;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;8264;1908;1932;1999;x
Perreaux;5493;VIC;1909;1932;1932;1932;3;5;512;2;0;5;0;unknownleader;1909;1915;1999;x
Perruchon;5494;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;8265;1908;1932;1999;x
Piépape;5495;VIC;1908;1932;1932;1932;3;6;0;3;0;5;0;7722;1908;1932;1999;x
Pillot;5496;VIC;1914;1932;1932;1932;3;5;0;2;0;5;0;8266;1914;1924;1999;x
Pineau;5497;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Pollacchi;5498;VIC;1918;1932;1932;1932;3;6;0;3;0;5;0;unknownleader;1918;1932;1999;x
Puypéroux;5499;VIC;1916;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1916;1928;1999;x
Quinquandon;5500;VIC;1915;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1915;1932;1999;x
Rabier;5501;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;8267;1908;1932;1999;x
Radiguet;5502;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Regnault;5503;VIC;1913;1932;1932;1932;3;5;0;2;0;5;0;7723;1913;1932;1999;x
Rémy;5504;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Renaud;5505;VIC;1908;1932;1932;1932;3;5;2;2;0;5;0;7725;1908;1932;1999;x
Réquichot;5506;VIC;1914;1932;1932;1932;3;5;0;2;0;5;0;7726;1914;1932;1999;x
Rouqueroi;5507;VIC;1908;1932;1932;1932;3;6;0;3;0;5;0;unknownleader;1908;1932;1999;x
Rourrisson;5508;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
Rouvier;5509;VIC;1915;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1915;1922;1999;x
Roy;5510;VIC;1908;1932;1932;1932;3;6;0;3;0;5;0;unknownleader;1908;1932;1999;x
Savatier;5511;VIC;1908;1932;1932;1932;3;6;0;3;0;5;0;7727;1908;1932;1999;x
Silhol;5512;VIC;1908;1932;1932;1932;3;5;0;2;0;5;0;unknownleader;1908;1932;1999;x
